pid,state,eventid,hashKey,submit_time,timestamp,timestampString
9991n,USER_IDLE,8,1538170942000USER_IDLE9991n,"2018-09-28 14:48:38",1538170942000,"2018-09-28 14:42:22"
9991n,USER_ACTIVE,7,1538171250000USER_ACTIVE9991n,"2018-09-28 14:48:38",1538171250000,"2018-09-28 14:47:30"
9991n,USER_IDLE,15,1538171310000USER_IDLE9991n,"2018-09-28 14:48:38",1538171310000,"2018-09-28 14:48:30"
9991n,USER_IDLE,8,1538171851000USER_IDLE9991n,"2018-09-28 15:18:38",1538171851000,"2018-09-28 14:57:31"
9991n,USER_ACTIVE,7,1538172103000USER_ACTIVE9991n,"2018-09-28 15:18:38",1538172103000,"2018-09-28 15:01:43"
9991n,USER_IDLE,6,1538173002000USER_IDLE9991n,"2018-09-28 15:18:38",1538173002000,"2018-09-28 15:16:42"
9991n,USER_ACTIVE,7,1538173005000USER_ACTIVE9991n,"2018-09-28 15:18:38",1538173005000,"2018-09-28 15:16:45"
9991n,USER_IDLE,15,1538173066000USER_IDLE9991n,"2018-09-28 15:18:38",1538173066000,"2018-09-28 15:17:46"
9991n,USER_ACTIVE,7,1538173119000USER_ACTIVE9991n,"2018-09-28 15:48:38",1538173119000,"2018-09-28 15:18:39"
9991n,USER_IDLE,15,1538173713000USER_IDLE9991n,"2018-09-28 15:48:38",1538173713000,"2018-09-28 15:28:33"
9991n,USER_ACTIVE,7,1538174095000USER_ACTIVE9991n,"2018-09-28 15:48:38",1538174095000,"2018-09-28 15:34:55"
9991n,USER_IDLE,15,1538174155000USER_IDLE9991n,"2018-09-28 15:48:38",1538174155000,"2018-09-28 15:35:55"
9991n,USER_ACTIVE,7,1538174610000USER_ACTIVE9991n,"2018-09-28 15:48:38",1538174610000,"2018-09-28 15:43:30"
9991n,USER_IDLE,6,1538175509000USER_IDLE9991n,"2018-09-28 16:18:38",1538175509000,"2018-09-28 15:58:29"
9991n,USER_ACTIVE,7,1538175511000USER_ACTIVE9991n,"2018-09-28 16:18:38",1538175511000,"2018-09-28 15:58:31"
9991n,USER_IDLE,15,1538176390000USER_IDLE9991n,"2018-09-28 16:18:38",1538176390000,"2018-09-28 16:13:10"
9991n,USER_ACTIVE,7,1538176568000USER_ACTIVE9991n,"2018-09-28 16:18:38",1538176568000,"2018-09-28 16:16:08"
9991n,USER_IDLE,6,1538177467000USER_IDLE9991n,"2018-09-28 16:48:38",1538177467000,"2018-09-28 16:31:07"
9991n,USER_ACTIVE,7,1538177469000USER_ACTIVE9991n,"2018-09-28 16:48:38",1538177469000,"2018-09-28 16:31:09"
9991n,USER_IDLE,6,1538178369000USER_IDLE9991n,"2018-09-28 16:48:38",1538178369000,"2018-09-28 16:46:09"
9991n,USER_ACTIVE,7,1538178379000USER_ACTIVE9991n,"2018-09-28 16:48:38",1538178379000,"2018-09-28 16:46:19"
9991n,USER_IDLE,15,1538178455000USER_IDLE9991n,"2018-09-28 16:48:38",1538178455000,"2018-09-28 16:47:35"
9991n,USER_ACTIVE,7,1538178501000USER_ACTIVE9991n,"2018-09-28 16:48:38",1538178501000,"2018-09-28 16:48:21"
9991n,USER_IDLE,15,1538179051000USER_IDLE9991n,"2018-09-28 17:18:38",1538179051000,"2018-09-28 16:57:31"
9991n,USER_ACTIVE,7,1538179177000USER_ACTIVE9991n,"2018-09-28 17:18:38",1538179177000,"2018-09-28 16:59:37"
9991n,USER_IDLE,6,1538180076000USER_IDLE9991n,"2018-09-28 17:18:38",1538180076000,"2018-09-28 17:14:36"
9991n,USER_ACTIVE,7,1538180078000USER_ACTIVE9991n,"2018-09-28 17:18:38",1538180078000,"2018-09-28 17:14:38"
9991n,USER_IDLE,6,1538180978000USER_IDLE9991n,"2018-09-28 17:48:38",1538180978000,"2018-09-28 17:29:38"
9991n,USER_ACTIVE,7,1538180980000USER_ACTIVE9991n,"2018-09-28 17:48:38",1538180980000,"2018-09-28 17:29:40"
9991n,USER_IDLE,15,1538181769000USER_IDLE9991n,"2018-09-28 17:48:38",1538181769000,"2018-09-28 17:42:49"
9991n,USER_IDLE,8,1538182310000USER_IDLE9991n,"2018-09-28 18:18:38",1538182310000,"2018-09-28 17:51:50"
9991n,USER_ACTIVE,7,1538182617000USER_ACTIVE9991n,"2018-09-28 18:18:38",1538182617000,"2018-09-28 17:56:57"
9991n,USER_IDLE,6,1538183516000USER_IDLE9991n,"2018-09-28 18:18:38",1538183516000,"2018-09-28 18:11:56"
9991n,USER_ACTIVE,7,1538183518000USER_ACTIVE9991n,"2018-09-28 18:18:38",1538183518000,"2018-09-28 18:11:58"
9991n,USER_IDLE,15,1538184175000USER_IDLE9991n,"2018-09-28 18:48:38",1538184175000,"2018-09-28 18:22:55"
9991n,USER_IDLE,8,1538184715000USER_IDLE9991n,"2018-09-28 18:48:38",1538184715000,"2018-09-28 18:31:55"
9991n,USER_ACTIVE,7,1538185032000USER_ACTIVE9991n,"2018-09-28 18:48:38",1538185032000,"2018-09-28 18:37:12"
9991n,USER_IDLE,15,1538185092000USER_IDLE9991n,"2018-09-28 18:48:38",1538185092000,"2018-09-28 18:38:12"
9991n,USER_IDLE,8,1538185633000USER_IDLE9991n,"2018-09-28 18:48:38",1538185633000,"2018-09-28 18:47:13"
9991n,USER_IDLE,6,1538186532000USER_IDLE9991n,"2018-09-28 19:18:38",1538186532000,"2018-09-28 19:02:12"
9991n,USER_IDLE,8,1538187134000USER_IDLE9991n,"2018-09-28 19:18:38",1538187134000,"2018-09-28 19:12:14"
9991n,USER_IDLE,6,1538188033000USER_IDLE9991n,"2018-09-28 19:48:38",1538188033000,"2018-09-28 19:27:13"
9991n,USER_IDLE,8,1538188634000USER_IDLE9991n,"2018-09-28 19:48:38",1538188634000,"2018-09-28 19:37:14"
9991n,USER_IDLE,6,1538189534000USER_IDLE9991n,"2018-09-28 20:18:38",1538189534000,"2018-09-28 19:52:14"
9991n,USER_IDLE,8,1538190135000USER_IDLE9991n,"2018-09-28 20:18:38",1538190135000,"2018-09-28 20:02:15"
9991n,USER_IDLE,6,1538191034000USER_IDLE9991n,"2018-09-28 20:18:38",1538191034000,"2018-09-28 20:17:14"
9991n,USER_IDLE,8,1538191635000USER_IDLE9991n,"2018-09-28 20:48:38",1538191635000,"2018-09-28 20:27:15"
9991n,USER_IDLE,6,1538192534000USER_IDLE9991n,"2018-09-28 20:48:38",1538192534000,"2018-09-28 20:42:14"
9991n,USER_IDLE,8,1538193135000USER_IDLE9991n,"2018-09-28 21:18:38",1538193135000,"2018-09-28 20:52:15"
9991n,USER_IDLE,6,1538194035000USER_IDLE9991n,"2018-09-28 21:18:38",1538194035000,"2018-09-28 21:07:15"
9991n,USER_IDLE,8,1538194636000USER_IDLE9991n,"2018-09-28 21:18:38",1538194636000,"2018-09-28 21:17:16"
9991n,USER_ACTIVE,7,1538194686000USER_ACTIVE9991n,"2018-09-28 21:18:38",1538194686000,"2018-09-28 21:18:06"
9991n,USER_IDLE,15,1538194866000USER_IDLE9991n,"2018-09-28 21:48:38",1538194866000,"2018-09-28 21:21:06"
9991n,USER_ACTIVE,7,1538195191000USER_ACTIVE9991n,"2018-09-28 21:48:38",1538195191000,"2018-09-28 21:26:31"
9991n,USER_IDLE,15,1538195378000USER_IDLE9991n,"2018-09-28 21:48:38",1538195378000,"2018-09-28 21:29:38"
9991n,USER_ACTIVE,7,1538195427000USER_ACTIVE9991n,"2018-09-28 21:48:38",1538195427000,"2018-09-28 21:30:27"
9991n,USER_IDLE,15,1538195487000USER_IDLE9991n,"2018-09-28 21:48:38",1538195487000,"2018-09-28 21:31:27"
9991n,USER_ACTIVE,7,1538195585000USER_ACTIVE9991n,"2018-09-28 21:48:38",1538195585000,"2018-09-28 21:33:05"
9991n,USER_IDLE,15,1538195715000USER_IDLE9991n,"2018-09-28 21:48:38",1538195715000,"2018-09-28 21:35:15"
9991n,USER_ACTIVE,7,1538195771000USER_ACTIVE9991n,"2018-09-28 21:48:38",1538195771000,"2018-09-28 21:36:11"
9991n,USER_IDLE,15,1538195966000USER_IDLE9991n,"2018-09-28 21:48:38",1538195966000,"2018-09-28 21:39:26"
9991n,USER_ACTIVE,7,1538195971000USER_ACTIVE9991n,"2018-09-28 21:48:38",1538195971000,"2018-09-28 21:39:31"
9991n,USER_IDLE,15,1538196152000USER_IDLE9991n,"2018-09-28 21:48:38",1538196152000,"2018-09-28 21:42:32"
9991n,USER_ACTIVE,7,1538196302000USER_ACTIVE9991n,"2018-09-28 21:48:38",1538196302000,"2018-09-28 21:45:02"
9991n,USER_IDLE,15,1538196375000USER_IDLE9991n,"2018-09-28 21:48:38",1538196375000,"2018-09-28 21:46:15"
9991n,USER_IDLE,6,1538197274000USER_IDLE9991n,"2018-09-28 22:18:38",1538197274000,"2018-09-28 22:01:14"
9991n,USER_IDLE,8,1538197876000USER_IDLE9991n,"2018-09-28 22:18:38",1538197876000,"2018-09-28 22:11:16"
9991n,USER_IDLE,6,1538198775000USER_IDLE9991n,"2018-09-28 22:48:38",1538198775000,"2018-09-28 22:26:15"
9991n,USER_IDLE,8,1538199376000USER_IDLE9991n,"2018-09-28 22:48:38",1538199376000,"2018-09-28 22:36:16"
9991n,USER_IDLE,6,1538200275000USER_IDLE9991n,"2018-09-28 23:18:38",1538200275000,"2018-09-28 22:51:15"
9991n,USER_IDLE,8,1538200877000USER_IDLE9991n,"2018-09-28 23:18:38",1538200877000,"2018-09-28 23:01:17"
9991n,USER_IDLE,6,1538201776000USER_IDLE9991n,"2018-09-28 23:18:38",1538201776000,"2018-09-28 23:16:16"
9991n,USER_IDLE,8,1538202377000USER_IDLE9991n,"2018-09-28 23:48:38",1538202377000,"2018-09-28 23:26:17"
9991n,USER_ACTIVE,7,1538202442000USER_ACTIVE9991n,"2018-09-28 23:48:38",1538202442000,"2018-09-28 23:27:22"
9991n,USER_IDLE,15,1538202502000USER_IDLE9991n,"2018-09-28 23:48:38",1538202502000,"2018-09-28 23:28:22"
9991n,USER_IDLE,8,1538203042000USER_IDLE9991n,"2018-09-28 23:48:38",1538203042000,"2018-09-28 23:37:22"
9991n,USER_IDLE,6,1538203942000USER_IDLE9991n,"2018-09-29 00:18:38",1538203942000,"2018-09-28 23:52:22"
9991n,USER_IDLE,8,1538204543000USER_IDLE9991n,"2018-09-29 00:18:38",1538204543000,"2018-09-29 00:02:23"
9991n,USER_IDLE,6,1538205442000USER_IDLE9991n,"2018-09-29 00:18:38",1538205442000,"2018-09-29 00:17:22"
9991n,USER_IDLE,8,1538206043000USER_IDLE9991n,"2018-09-29 00:48:38",1538206043000,"2018-09-29 00:27:23"
9991n,USER_IDLE,6,1538206943000USER_IDLE9991n,"2018-09-29 00:48:38",1538206943000,"2018-09-29 00:42:23"
9991n,USER_IDLE,8,1538207544000USER_IDLE9991n,"2018-09-29 01:18:38",1538207544000,"2018-09-29 00:52:24"
9991n,USER_IDLE,6,1538208443000USER_IDLE9991n,"2018-09-29 01:18:38",1538208443000,"2018-09-29 01:07:23"
9991n,USER_IDLE,8,1538209045000USER_IDLE9991n,"2018-09-29 01:18:38",1538209045000,"2018-09-29 01:17:25"
9991n,USER_IDLE,6,1538209944000USER_IDLE9991n,"2018-09-29 01:48:38",1538209944000,"2018-09-29 01:32:24"
9991n,USER_IDLE,8,1538210545000USER_IDLE9991n,"2018-09-29 01:48:38",1538210545000,"2018-09-29 01:42:25"
9991n,USER_IDLE,6,1538211444000USER_IDLE9991n,"2018-09-29 02:18:38",1538211444000,"2018-09-29 01:57:24"
9991n,USER_IDLE,8,1538212045000USER_IDLE9991n,"2018-09-29 02:18:38",1538212045000,"2018-09-29 02:07:25"
9991n,USER_ACTIVE,7,1538212232000USER_ACTIVE9991n,"2018-09-29 02:18:38",1538212232000,"2018-09-29 02:10:32"
9991n,USER_IDLE,15,1538212292000USER_IDLE9991n,"2018-09-29 02:18:38",1538212292000,"2018-09-29 02:11:32"
9991n,USER_IDLE,8,1538212832000USER_IDLE9991n,"2018-09-29 02:48:38",1538212832000,"2018-09-29 02:20:32"
9991n,USER_IDLE,6,1538213731000USER_IDLE9991n,"2018-09-29 02:48:38",1538213731000,"2018-09-29 02:35:31"
9991n,USER_IDLE,8,1538214333000USER_IDLE9991n,"2018-09-29 02:48:38",1538214333000,"2018-09-29 02:45:33"
9991n,USER_IDLE,6,1538215232000USER_IDLE9991n,"2018-09-29 03:18:39",1538215232000,"2018-09-29 03:00:32"
9991n,USER_IDLE,8,1538215833000USER_IDLE9991n,"2018-09-29 03:18:39",1538215833000,"2018-09-29 03:10:33"
9991n,USER_IDLE,6,1538216733000USER_IDLE9991n,"2018-09-29 03:48:39",1538216733000,"2018-09-29 03:25:33"
9991n,USER_IDLE,8,1538217334000USER_IDLE9991n,"2018-09-29 03:48:39",1538217334000,"2018-09-29 03:35:34"
9991n,USER_IDLE,6,1538218233000USER_IDLE9991n,"2018-09-29 04:18:39",1538218233000,"2018-09-29 03:50:33"
9991n,USER_IDLE,8,1538218834000USER_IDLE9991n,"2018-09-29 04:18:39",1538218834000,"2018-09-29 04:00:34"
9991n,USER_IDLE,6,1538219733000USER_IDLE9991n,"2018-09-29 04:18:39",1538219733000,"2018-09-29 04:15:33"
9991n,USER_IDLE,8,1538220334000USER_IDLE9991n,"2018-09-29 04:48:39",1538220334000,"2018-09-29 04:25:34"
9991n,USER_IDLE,6,1538221234000USER_IDLE9991n,"2018-09-29 04:48:39",1538221234000,"2018-09-29 04:40:34"
9991n,USER_IDLE,8,1538221835000USER_IDLE9991n,"2018-09-29 05:18:39",1538221835000,"2018-09-29 04:50:35"
9991n,USER_IDLE,6,1538222734000USER_IDLE9991n,"2018-09-29 05:18:39",1538222734000,"2018-09-29 05:05:34"
9991n,USER_IDLE,8,1538223336000USER_IDLE9991n,"2018-09-29 05:18:39",1538223336000,"2018-09-29 05:15:36"
9991n,USER_IDLE,6,1538224235000USER_IDLE9991n,"2018-09-29 05:48:39",1538224235000,"2018-09-29 05:30:35"
9991n,USER_IDLE,8,1538224837000USER_IDLE9991n,"2018-09-29 05:48:39",1538224837000,"2018-09-29 05:40:37"
9991n,USER_IDLE,6,1538225736000USER_IDLE9991n,"2018-09-29 06:18:39",1538225736000,"2018-09-29 05:55:36"
9991n,USER_IDLE,8,1538226338000USER_IDLE9991n,"2018-09-29 06:18:39",1538226338000,"2018-09-29 06:05:38"
9991n,USER_IDLE,6,1538227238000USER_IDLE9991n,"2018-09-29 06:48:39",1538227238000,"2018-09-29 06:20:38"
9991n,USER_IDLE,8,1538227840000USER_IDLE9991n,"2018-09-29 06:48:39",1538227840000,"2018-09-29 06:30:40"
9991n,USER_IDLE,6,1538228739000USER_IDLE9991n,"2018-09-29 06:48:39",1538228739000,"2018-09-29 06:45:39"
9991n,USER_IDLE,8,1538229340000USER_IDLE9991n,"2018-09-29 07:18:39",1538229340000,"2018-09-29 06:55:40"
9991n,USER_IDLE,6,1538230239000USER_IDLE9991n,"2018-09-29 07:18:39",1538230239000,"2018-09-29 07:10:39"
9991n,USER_IDLE,8,1538230840000USER_IDLE9991n,"2018-09-29 07:48:39",1538230840000,"2018-09-29 07:20:40"
9991n,USER_IDLE,6,1538231740000USER_IDLE9991n,"2018-09-29 07:48:39",1538231740000,"2018-09-29 07:35:40"
9991n,USER_IDLE,8,1538232341000USER_IDLE9991n,"2018-09-29 07:48:39",1538232341000,"2018-09-29 07:45:41"
9991n,USER_IDLE,6,1538233240000USER_IDLE9991n,"2018-09-29 08:18:39",1538233240000,"2018-09-29 08:00:40"
9991n,USER_IDLE,8,1538233841000USER_IDLE9991n,"2018-09-29 08:18:39",1538233841000,"2018-09-29 08:10:41"
9991n,USER_IDLE,6,1538234741000USER_IDLE9991n,"2018-09-29 08:48:39",1538234741000,"2018-09-29 08:25:41"
9991n,USER_IDLE,8,1538235342000USER_IDLE9991n,"2018-09-29 08:48:39",1538235342000,"2018-09-29 08:35:42"
9991n,USER_IDLE,6,1538236241000USER_IDLE9991n,"2018-09-29 09:18:39",1538236241000,"2018-09-29 08:50:41"
9991n,USER_IDLE,8,1538236842000USER_IDLE9991n,"2018-09-29 09:18:39",1538236842000,"2018-09-29 09:00:42"
9991n,USER_IDLE,6,1538237741000USER_IDLE9991n,"2018-09-29 09:18:39",1538237741000,"2018-09-29 09:15:41"
9991n,USER_IDLE,8,1538238342000USER_IDLE9991n,"2018-09-29 09:48:39",1538238342000,"2018-09-29 09:25:42"
9991n,USER_IDLE,6,1538239242000USER_IDLE9991n,"2018-09-29 09:48:39",1538239242000,"2018-09-29 09:40:42"
9991n,USER_IDLE,8,1538239843000USER_IDLE9991n,"2018-09-29 10:18:39",1538239843000,"2018-09-29 09:50:43"
9991n,USER_IDLE,6,1538240742000USER_IDLE9991n,"2018-09-29 10:18:39",1538240742000,"2018-09-29 10:05:42"
9991n,USER_IDLE,8,1538241343000USER_IDLE9991n,"2018-09-29 10:18:39",1538241343000,"2018-09-29 10:15:43"
9991n,USER_IDLE,6,1538242242000USER_IDLE9991n,"2018-09-29 10:48:39",1538242242000,"2018-09-29 10:30:42"
9991n,USER_IDLE,8,1538242844000USER_IDLE9991n,"2018-09-29 10:48:39",1538242844000,"2018-09-29 10:40:44"
9991n,USER_IDLE,6,1538243744000USER_IDLE9991n,"2018-09-29 11:18:39",1538243744000,"2018-09-29 10:55:44"
9991n,USER_IDLE,8,1538244345000USER_IDLE9991n,"2018-09-29 11:18:39",1538244345000,"2018-09-29 11:05:45"
9991n,USER_IDLE,6,1538245244000USER_IDLE9991n,"2018-09-29 11:48:39",1538245244000,"2018-09-29 11:20:44"
9991n,USER_IDLE,8,1538245845000USER_IDLE9991n,"2018-09-29 11:48:39",1538245845000,"2018-09-29 11:30:45"
9991n,USER_IDLE,6,1538246745000USER_IDLE9991n,"2018-09-29 11:48:39",1538246745000,"2018-09-29 11:45:45"
9991n,USER_IDLE,8,1538247347000USER_IDLE9991n,"2018-09-29 12:18:39",1538247347000,"2018-09-29 11:55:47"
9991n,USER_IDLE,6,1538248246000USER_IDLE9991n,"2018-09-29 12:18:39",1538248246000,"2018-09-29 12:10:46"
9991n,USER_IDLE,8,1538248848000USER_IDLE9991n,"2018-09-29 12:48:39",1538248848000,"2018-09-29 12:20:48"
9991n,USER_IDLE,6,1538249747000USER_IDLE9991n,"2018-09-29 12:48:39",1538249747000,"2018-09-29 12:35:47"
9991n,USER_IDLE,8,1538250348000USER_IDLE9991n,"2018-09-29 12:48:39",1538250348000,"2018-09-29 12:45:48"
9991n,USER_IDLE,6,1538251247000USER_IDLE9991n,"2018-09-29 13:18:39",1538251247000,"2018-09-29 13:00:47"
9991n,USER_IDLE,8,1538251849000USER_IDLE9991n,"2018-09-29 13:18:39",1538251849000,"2018-09-29 13:10:49"
9991n,USER_IDLE,6,1538252748000USER_IDLE9991n,"2018-09-29 13:48:39",1538252748000,"2018-09-29 13:25:48"
9991n,USER_IDLE,8,1538253349000USER_IDLE9991n,"2018-09-29 13:48:39",1538253349000,"2018-09-29 13:35:49"
9991n,USER_IDLE,6,1538254248000USER_IDLE9991n,"2018-09-29 14:18:39",1538254248000,"2018-09-29 13:50:48"
9991n,USER_IDLE,8,1538254849000USER_IDLE9991n,"2018-09-29 14:18:39",1538254849000,"2018-09-29 14:00:49"
9991n,USER_IDLE,6,1538255750000USER_IDLE9991n,"2018-09-29 14:18:39",1538255750000,"2018-09-29 14:15:50"
9991n,USER_IDLE,8,1538256351000USER_IDLE9991n,"2018-09-29 14:48:39",1538256351000,"2018-09-29 14:25:51"
9991n,USER_IDLE,6,1538257251000USER_IDLE9991n,"2018-09-29 14:48:39",1538257251000,"2018-09-29 14:40:51"
9991n,USER_IDLE,8,1538257852000USER_IDLE9991n,"2018-09-29 15:18:39",1538257852000,"2018-09-29 14:50:52"
9991n,USER_IDLE,6,1538258751000USER_IDLE9991n,"2018-09-29 15:18:39",1538258751000,"2018-09-29 15:05:51"
9991n,USER_IDLE,8,1538259353000USER_IDLE9991n,"2018-09-29 15:18:39",1538259353000,"2018-09-29 15:15:53"
9991n,USER_IDLE,6,1538260252000USER_IDLE9991n,"2018-09-29 15:48:39",1538260252000,"2018-09-29 15:30:52"
9991n,USER_IDLE,8,1538260853000USER_IDLE9991n,"2018-09-29 15:48:39",1538260853000,"2018-09-29 15:40:53"
9991n,USER_IDLE,6,1538261752000USER_IDLE9991n,"2018-09-29 16:18:39",1538261752000,"2018-09-29 15:55:52"
9991n,USER_IDLE,8,1538262354000USER_IDLE9991n,"2018-09-29 16:18:39",1538262354000,"2018-09-29 16:05:54"
9991n,USER_IDLE,6,1538263253000USER_IDLE9991n,"2018-09-29 16:48:39",1538263253000,"2018-09-29 16:20:53"
9991n,USER_IDLE,8,1538263854000USER_IDLE9991n,"2018-09-29 16:48:39",1538263854000,"2018-09-29 16:30:54"
9991n,USER_IDLE,6,1538264753000USER_IDLE9991n,"2018-09-29 16:48:39",1538264753000,"2018-09-29 16:45:53"
9991n,USER_IDLE,8,1538265355000USER_IDLE9991n,"2018-09-29 17:18:39",1538265355000,"2018-09-29 16:55:55"
9991n,USER_IDLE,6,1538266254000USER_IDLE9991n,"2018-09-29 17:18:39",1538266254000,"2018-09-29 17:10:54"
9991n,USER_IDLE,8,1538266855000USER_IDLE9991n,"2018-09-29 17:48:39",1538266855000,"2018-09-29 17:20:55"
9991n,USER_IDLE,6,1538267754000USER_IDLE9991n,"2018-09-29 17:48:39",1538267754000,"2018-09-29 17:35:54"
9991n,USER_IDLE,8,1538268356000USER_IDLE9991n,"2018-09-29 17:48:39",1538268356000,"2018-09-29 17:45:56"
9991n,USER_IDLE,6,1538269255000USER_IDLE9991n,"2018-09-29 18:18:39",1538269255000,"2018-09-29 18:00:55"
9991n,USER_IDLE,8,1538269856000USER_IDLE9991n,"2018-09-29 18:18:39",1538269856000,"2018-09-29 18:10:56"
9991n,USER_IDLE,6,1538270756000USER_IDLE9991n,"2018-09-29 18:48:39",1538270756000,"2018-09-29 18:25:56"
9991n,USER_IDLE,8,1538271357000USER_IDLE9991n,"2018-09-29 18:48:39",1538271357000,"2018-09-29 18:35:57"
9991n,USER_IDLE,6,1538272256000USER_IDLE9991n,"2018-09-29 19:18:39",1538272256000,"2018-09-29 18:50:56"
9991n,USER_IDLE,8,1538272857000USER_IDLE9991n,"2018-09-29 19:18:39",1538272857000,"2018-09-29 19:00:57"
9991n,USER_IDLE,6,1538273757000USER_IDLE9991n,"2018-09-29 19:18:39",1538273757000,"2018-09-29 19:15:57"
9991n,USER_IDLE,8,1538274358000USER_IDLE9991n,"2018-09-29 19:48:39",1538274358000,"2018-09-29 19:25:58"
9991n,USER_IDLE,6,1538275257000USER_IDLE9991n,"2018-09-29 19:48:39",1538275257000,"2018-09-29 19:40:57"
9991n,USER_IDLE,8,1538275859000USER_IDLE9991n,"2018-09-29 20:18:39",1538275859000,"2018-09-29 19:50:59"
9991n,USER_IDLE,6,1538276758000USER_IDLE9991n,"2018-09-29 20:18:39",1538276758000,"2018-09-29 20:05:58"
9991n,USER_IDLE,8,1538277359000USER_IDLE9991n,"2018-09-29 20:18:39",1538277359000,"2018-09-29 20:15:59"
9991n,USER_IDLE,6,1538278258000USER_IDLE9991n,"2018-09-29 20:48:39",1538278258000,"2018-09-29 20:30:58"
9991n,USER_IDLE,8,1538278860000USER_IDLE9991n,"2018-09-29 20:48:39",1538278860000,"2018-09-29 20:41:00"
9991n,USER_IDLE,6,1538279759000USER_IDLE9991n,"2018-09-29 21:18:39",1538279759000,"2018-09-29 20:55:59"
9991n,USER_IDLE,8,1538280360000USER_IDLE9991n,"2018-09-29 21:18:39",1538280360000,"2018-09-29 21:06:00"
9991n,USER_IDLE,6,1538281259000USER_IDLE9991n,"2018-09-29 21:48:39",1538281259000,"2018-09-29 21:20:59"
9991n,USER_IDLE,8,1538281860000USER_IDLE9991n,"2018-09-29 21:48:39",1538281860000,"2018-09-29 21:31:00"
9991n,USER_IDLE,6,1538282760000USER_IDLE9991n,"2018-09-29 21:48:39",1538282760000,"2018-09-29 21:46:00"
9991n,USER_IDLE,8,1538283361000USER_IDLE9991n,"2018-09-29 22:18:39",1538283361000,"2018-09-29 21:56:01"
9991n,USER_IDLE,6,1538284261000USER_IDLE9991n,"2018-09-29 22:18:39",1538284261000,"2018-09-29 22:11:01"
9991n,USER_IDLE,8,1538284862000USER_IDLE9991n,"2018-09-29 22:48:39",1538284862000,"2018-09-29 22:21:02"
9991n,USER_IDLE,6,1538285762000USER_IDLE9991n,"2018-09-29 22:48:39",1538285762000,"2018-09-29 22:36:02"
